Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Aircraft_Category,Make,Model,Number_of_Engines,Engine_Type,Purpose_of_Flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_of_Flight,Report_Status
20200305X61736,Accident,WPR20LA099,3/4/20,"Moab, UT",United States,38.755833,-109.753889,CNY,Canyonlands,Non-Fatal,Substantial,Airplane,CESSNA,182,0,Unknown,Personal,0,0,1,0,Unknown,LANDING,Preliminary
20200305X41622,Accident,CEN20LA113,3/4/20,"Clark, MO",United States,39.277223,-92.3575,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Bell,206,0,Unknown,Unknown,0,0,0,4,VMC,CRUISE,Preliminary
20200304X54241,Accident,CEN20CA114,3/4/20,"Harrison, OH",United States,39.259167,-84.774445,I67,Cincinnati West Airport,Non-Fatal,Substantial,Airplane,Vans,RV8,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20200303X93345,Accident,ERA20FA118,3/3/20,"Bishop, GA",United States,33.856667,-83.486389,Unknown,Unknown,Fatal,Destroyed,Airplane,Piper,PA46,1,Reciprocating,Personal,3,0,0,0,IMC,Unknown,Preliminary
20200303X22021,Accident,CEN20FA110,3/3/20,"Lincoln, IL",United States,40.165833,-89.418056,Unknown,Unknown,Fatal,Destroyed,Airplane,Cessna,172,1,Reciprocating,Aerial Observation,3,0,0,0,VMC,MANEUVERING,Preliminary
20200304X44656,Accident,CEN20CA112,3/3/20,"Madison, IN",United States,38.76,-85.464722,IMS,Madison Muni,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Instructional,0,0,0,2,VMC,LANDING,Factual
20200304X03915,Accident,CEN20CA111,3/3/20,"Hill City, MN",United States,46.955833,-93.5975,07Y,Hill City-Quadna Mountain,Non-Fatal,Substantial,Airplane,Cessna,P206,1,Reciprocating,Instructional,0,0,1,1,VMC,LANDING,Factual
20200301X92531,Accident,ERA20CA116,3/1/20,"Huntsville, AL",United States,34.747222,-86.460833,3M5,Moontown,Non-Fatal,Substantial,Glider,Let,L 23 SUPER BLANIK,0,Unknown,Instructional,0,2,0,0,VMC,APPROACH,Factual
20200301X02510,Accident,WPR20CA105,2/29/20,"Santa Barbara, CA",United States,34.574723,-119.608611,Unknown,PRIVATE,Non-Fatal,Substantial,Airplane,Piper,PA 18,1,Reciprocating,Personal,0,0,1,0,VMC,APPROACH,Factual
20200229X74252,Accident,ERA20CA120,2/29/20,"Altoona, PA",United States,40.296389,-78.32,AOO,Altoona-Blair County,Non-Fatal,Substantial,Airplane,Learjet,35,2,Unknown,Positioning,0,0,0,2,IMC,Unknown,Preliminary
20200301X82907,Accident,ERA20CA117,2/29/20,"Wilmington, DE",United States,39.678611,-75.606667,ILG,New Castle,Non-Fatal,Unknown,Airplane,Piper,PA28,1,Reciprocating,Personal,0,1,0,1,VMC,STANDING,Factual
20200229X25105,Accident,CEN20LA107,2/29/20,"Cabool, MO",United States,37.1325,-92.083889,TVB,Cabool Memorial Airport,Non-Fatal,Substantial,Airplane,Zenith,CH601,0,Unknown,Unknown,0,0,0,2,VMC,CRUISE,Preliminary
20200309X73723,Accident,WPR20LA104,2/28/20,"San Jose, CA",United States,37.363056,-121.928611,SJC,Norman Y Mineta San Jose Intl,Non-Fatal,Substantial,Airplane,Piper,PA46,1,Reciprocating,Personal,0,0,0,4,VMC,APPROACH,Preliminary
20200309X32139,Accident,WPR20CA103,2/28/20,"Sonoma/Schellville, CA",United States,38.22,-122.45,0Q3,Sonoma Valley,Non-Fatal,Substantial,Airplane,CubCrafters,FX-3,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20200228X85623,Accident,ERA20LA121,2/28/20,"Mount Pleasant, TN",United States,35.554444,-87.179167,MRC,Maury County,Non-Fatal,Substantial,Airplane,Piper,PA28,1,Reciprocating,Instructional,0,0,0,2,VMC,TAKEOFF,Preliminary
20200228X14120,Accident,ERA20CA115,2/28/20,"Tampa, FL",United States,28.013889,-82.345277,VDF,Tampa Executive,Non-Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Instructional,0,0,0,1,VMC,LANDING,Factual
20200301X22718,Accident,CEN20FA108,2/28/20,"Port Isabel, TX",United States,26.165833,-97.330278,PIL,Unknown,Fatal,Substantial,Airplane,Cessna,150,1,Reciprocating,Personal,1,0,0,0,VMC,Unknown,Preliminary
20200228X91100,Accident,CEN20CA106,2/28/20,"Kosciusko, MS",United States,33.0575,-89.5875,OSX,Kosciusko-Attala County,Non-Fatal,Substantial,Airplane,Kitfox,57 Super Sport,1,Reciprocating,Personal,0,0,0,2,VMC,TAKEOFF,Factual
20200310X00815,Accident,ANC20CA030,2/28/20,"Big Lake, AK",United States,61.534722,-149.798889,BGQ,BIG LAKE,Non-Fatal,Substantial,Airplane,Piper,PA18,1,Reciprocating,Personal,0,0,0,1,VMC,TAKEOFF,Factual
20200228X92711,Accident,WPR20LA097,2/27/20,"Baker City, OR",United States,44.730556,-117.838889,BKE,Baker City Muni,Non-Fatal,Substantial,Airplane,Cessna,170,1,Reciprocating,Personal,0,0,0,2,VMC,CRUISE,Preliminary
20200227X73721,Accident,WPR20CA095,2/27/20,"Dubois, ID",United States,44.162222,-112.220556,U41,Dubois Muni,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Instructional,0,0,0,2,VMC,MANEUVERING,Factual
20200227X44829,Accident,CEN20CA105,2/27/20,"Kingsbury, TX",United States,29.634166,-97.811667,85TE,Old Kingsbury Aerodrome,Non-Fatal,Substantial,Airplane,RAF,SE5A,0,Reciprocating,Flight Test,0,0,0,1,VMC,LANDING,Factual
20200228X25529,Accident,CEN20CA104,2/27/20,"Athens, TX",United States,32.42,-95.82,PVT,PRIVATE AIRSTRIP,Non-Fatal,Substantial,Airplane,Champion,7ECA,1,Reciprocating,Personal,0,0,1,1,VMC,GO-AROUND,Factual
20200226X73028,Accident,ERA20CA114,2/26/20,"Everglades City, FL",United States,25.849166,-81.390555,X01,Everglades Airpark,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Personal,0,0,0,4,VMC,LANDING,Factual
20200226X41215,Accident,ERA20CA113,2/25/20,"Farmingdale, NJ",United States,40.186666,-74.124445,BLM,Monmouth Executive,Non-Fatal,Substantial,Airplane,Learjet,55,2,Turbo Fan,Unknown,0,0,0,5,IMC,LANDING,Factual
20200225X74134,Accident,CEN20LA109,2/25/20,"Dumas, AR",United States,33.87,-91.526945,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Air Tractor,AT 602,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,MANEUVERING,Preliminary
20200224X73527,Accident,ERA20CA112,2/23/20,"Augusta, GA",United States,33.466667,-82.039444,DNL,Daniel Field,Non-Fatal,Substantial,Airplane,Beech,58,2,Unknown,Positioning,0,0,1,0,VMC,Unknown,Preliminary
20200224X02150,Accident,CEN20FA098,2/23/20,"North Manchester, IN",United States,40.998055,-85.825556,Unknown,Private,Fatal,Substantial,Helicopter,INNOVATOR,Mosquitto,1,Reciprocating,Personal,1,0,0,0,VMC,UNKNOWN,Preliminary
20200222X95241,Accident,WPR20CA093,2/22/20,"Columbia, CA",United States,38.030556,-120.414444,O22,Columbia,Non-Fatal,Substantial,Airplane,Aviat,A1,1,Reciprocating,Personal,0,0,1,0,VMC,LANDING,Factual
20200222X62353,Accident,CEN20FA096,2/22/20,"Rogers, MN",United States,45.198055,-93.652778,Unknown,Unknown,Fatal,Destroyed,Airplane,Beech,A36,1,Reciprocating,Personal,1,0,0,0,VMC,MANEUVERING,Preliminary
20200227X44532,Accident,CEN20CA103,2/22/20,"Bunkie, LA",United States,30.929167,-92.179167,2LA4,Bunkie Flying Service,Non-Fatal,Substantial,Airplane,Air Tractor,AT 602,1,Turbo Prop,Positioning,0,0,0,1,VMC,LANDING,Factual
20200224X12959,Accident,CEN20CA101,2/22/20,"Hawley, MN",United States,46.884166,-96.350556,04Y,Hawley Municipal Airport,Non-Fatal,Substantial,Airplane,Cessna,A185,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20200224X11916,Accident,CEN20CA100,2/22/20,"Coldwater, MI",United States,41.936944,-85.046666,OEB,Branch County Memorial,Non-Fatal,Substantial,Airplane,Commander,114,1,Reciprocating,Instructional,0,0,1,2,VMC,LANDING,Factual
20200223X34938,Accident,ANC20FA024,2/22/20,"Mokuleia, HI",United States,21.576945,-158.200556,HDH,Dillingham Airfield,Fatal,Substantial,Airplane,CESSNA,305,1,Reciprocating,Instructional,2,0,0,0,VMC,TAKEOFF,Preliminary
20200221X30928,Accident,ERA20CA107,2/21/20,"Frederick, MD",United States,39.4175,-77.374167,FDK,Frederick Muni,Non-Fatal,Substantial,Airplane,Orlican,L60,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20200220X53802,Accident,ERA20CA125,2/20/20,"Daytona Beach, FL",United States,29.181667,-81.054444,DAB,Daytona Beach Intl,Non-Fatal,Substantial,Airplane,Cessna,510,2,Turbo Fan,Personal,0,0,0,2,VMC,LANDING,Factual
20200220X10054,Accident,CEN20FA093,2/20/20,"Coleman, TX",United States,32.050833,-99.57,Unknown,Unknown,Fatal,Destroyed,Airplane,Beech,200,0,Unknown,Personal,3,0,0,0,IMC,CRUISE,Preliminary
20200220X82852,Accident,CEN20CA094,2/20/20,"Boulder, CO",United States,40.04,-105.23,BDU,Boulder Muni,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20200221X01706,Accident,ANC20CA023,2/20/20,"Talkeetna, AK",United States,63.048889,-150.770556,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Robinson,R44,1,Unknown,Unknown,0,0,1,2,Unknown,Unknown,Preliminary
20200219X80403,Accident,WPR20CA092,2/18/20,"Colexico, CA",United States,33.133334,-115.7,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Bell,OH 58A,1,Turbo Shaft,Aerial Application,0,0,0,1,VMC,MANEUVERING,Factual
20200220X92633,Accident,ERA20CA106,2/18/20,"Tampa, FL",United States,28.013889,-82.345277,VDF,Tampa Executive,Non-Fatal,Substantial,Helicopter,Aerospatiale,AS350,1,Turbo Shaft,Instructional,0,0,0,2,VMC,LANDING,Factual
20200221X95323,Accident,CEN20LA095,2/18/20,"Chesterfield, MO",United States,38.662222,-90.651944,SUS,Spirit of St. Louis,Non-Fatal,Substantial,Airplane,Cessna,177RG,1,Reciprocating,Instructional,0,0,0,2,VMC,LANDING,Preliminary
20200218X02852,Accident,CEN20CA090,2/18/20,"Cotulla, TX",United States,28.458056,-99.22,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Robinson,R22,1,Reciprocating,Aerial Observation,0,0,0,1,VMC,TAKEOFF,Factual
20200220X52856,Accident,ANC20CA022,2/18/20,"Koyuk, AK",United States,65.084444,-161.268889,Unknown,Unknown,Non-Fatal,Substantial,Unknown,Cessna,182,1,Unknown,Personal,0,0,0,2,Unknown,Unknown,Preliminary
20200218X21210,Accident,ERA20LA105,2/17/20,"Hope Mills, NC",United States,34.893611,-78.843611,2GC,Grays Creek,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Personal,0,4,0,0,VMC,TAKEOFF,Preliminary
20200217X93300,Accident,ERA20CA104,2/17/20,"Ormond Beach, FL",United States,29.301111,-81.113889,OMN,Ormond Beach Muni,Non-Fatal,Substantial,Helicopter,Schweizer,269C,1,Reciprocating,Instructional,0,0,0,1,VMC,MANEUVERING,Factual
20200217X00641,Accident,ERA20CA102,2/16/20,"Rochester, NY",United States,43.119167,-77.671945,ROC,Greater Rochester Intl,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Personal,0,0,0,2,VMC,TAKEOFF,Factual
20200218X92852,Accident,CEN20TA088,2/16/20,"Valley Center, KS",United States,37.842777,-97.351389,3KS5,HIGH POINT,Non-Fatal,Substantial,Airplane,Cessna,170,1,Reciprocating,Personal,0,0,1,3,VMC,TAKEOFF,Factual
20200218X94853,Accident,CEN20CA089,2/16/20,"Sparta, MI",United States,43.1275,-85.679167,8D4,Sparta Airport,Non-Fatal,Substantial,Airplane,Piper,PA28,1,Reciprocating,Instructional,0,0,0,1,VMC,LANDING,Factual
20200221X22211,Accident,ERA20LA109,2/15/20,"Knoxville, TN",United States,35.963333,-83.868334,DKX,Knoxville Downtown Island,Non-Fatal,Substantial,Airplane,Rockwell,112,1,Unknown,Personal,0,0,1,1,VMC,LANDING,Preliminary
20200218X82853,Accident,CEN20LA092,2/15/20,"Wadsworth, OH",United States,41.003056,-81.756389,3G3,Wadsworth Muni,Non-Fatal,Substantial,Airplane,Cessna,150,1,Reciprocating,Personal,0,0,1,0,VMC,CRUISE,Factual
20200218X90855,Accident,CEN20CA087,2/15/20,"Columbus, MS",United States,33.464444,-88.3825,UBS,Columbus-Lowndes County,Non-Fatal,Destroyed,Airplane,Vans,RV8,0,Reciprocating,Personal,0,0,0,1,VMC,STANDING,Factual
20200218X82852,Accident,CEN20CA086,2/15/20,"Huron, SD",United States,44.379723,-98.218611,HON,HURON RGNL,Non-Fatal,Substantial,Airplane,Cessna,182,1,Reciprocating,Personal,0,0,0,1,VMC,APPROACH,Factual
20200215X14424,Accident,WPR20CA102,2/14/20,"Minden, NV",United States,38.998333,-119.752222,MEV,MINDEN-TAHOE,Non-Fatal,Substantial,Airplane,Mooney,M20K,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20200214X65852,Accident,CEN20CA085,2/14/20,"Marfa, TX",United States,29.981945,-104.386944,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Robinson,R44,1,Reciprocating,Business,0,0,0,1,VMC,MANEUVERING,Factual
20200213X55547,Accident,ERA20FA101,2/13/20,"Bartow, FL",United States,27.954167,-81.771389,BOW,Bartow Executive,Fatal,Substantial,Airplane,Mooney,M20J,1,Reciprocating,Personal,2,0,0,0,VMC,APPROACH,Preliminary
20200226X35228,Accident,ANC20CA027,2/13/20,"Kahului, HI",United States,20.896944,-156.433056,OGG,KAHULUI,Non-Fatal,Substantial,Airplane,Cessna,TP206,1,Reciprocating,Personal,0,0,0,3,VMC,LANDING,Factual
20200221X21008,Accident,WPR20FAMS2,2/12/20,Unknown,United States,45.614722,-121.146944,Unknown,Unknown,Unavailable,Unknown,Airplane,Luscombe,8,1,Reciprocating,Personal,0,0,0,0,VMC,UNKNOWN,Preliminary
20200212X55940,Accident,ERA20CA100,2/12/20,"Barnstable, MA",United States,41.669167,-70.280278,HYA,Barnstable Muni-Boardman/Polan,Non-Fatal,Substantial,Airplane,Cessna,402,2,Reciprocating,Positioning,0,0,0,1,VMC,TAKEOFF,Factual
20200213X92852,Accident,CEN20LA083,2/12/20,"Broomfield, CO",United States,39.931111,-105.12,BJC,Rocky Mountain Metropolitan,Non-Fatal,Substantial,Airplane,Piaggio,P180,2,Turbo Prop,Business,0,0,0,4,IMC,LANDING,Factual
20200213X95851,Accident,CEN20LA082,2/12/20,"Benbrook, TX",United States,32.673056,-97.460833,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,560,2,Turbo Fan,Executive/Corporate,0,0,0,2,VMC,CRUISE,Preliminary
20200210X12805,Accident,WPR20CA090,2/10/20,"Avalon, CA",United States,33.405,-118.415833,AVX,Catalina,Non-Fatal,Substantial,Airplane,Beech,36,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20200209X61613,Accident,ERA20FA097,2/9/20,"Front Royal, VA",United States,38.55,-78.14,FRR,Front Royal-Warren County,Fatal,Substantial,Glider,Aviastroitel,AC 4C,0,None,Personal,1,0,0,0,VMC,APPROACH,Preliminary
20200209X75546,Accident,CEN20LA078,2/9/20,"Fort Smith, AR",United States,33.336389,-94.3675,FSM,Fort Smith Regional Airport,Non-Fatal,Substantial,Airplane,Navion,NAVION,1,Reciprocating,Personal,0,1,3,0,VMC,TAKEOFF,Factual
20200208X35227,Accident,ERA20FA096,2/8/20,"Fairmount, GA",United States,34.461944,-84.756389,Unknown,Unknown,Fatal,Substantial,Airplane,Cessna,501,2,Turbo Fan,Personal,4,0,0,0,IMC,CLIMB,Preliminary
20200209X33430,Accident,CEN20FA076,2/8/20,"Granbury, TX",United States,32.444444,-97.816945,GDJ,Granbury Rgnl,Fatal,Substantial,Airplane,Beech,33,1,Reciprocating,Personal,1,0,0,0,VMC,UNKNOWN,Preliminary
20200210X23531,Accident,CEN20CA079,2/8/20,"Fort Morgan, CO",United States,40.335555,-103.804167,FMM,FORT MORGAN MUNI,Non-Fatal,Substantial,Airplane,Air Tractor,AT-504,1,Turbo Prop,Instructional,0,0,0,2,VMC,LANDING,Factual
20200207X72541,Accident,ERA20CA095,2/7/20,"Baltimore, MD",United States,39.175834,-76.668889,BWI,Baltimore/Washington Intl Thur,Non-Fatal,Substantial,Airplane,Cessna,208,1,Turbo Prop,Unknown,0,0,0,1,IMC,APPROACH,Factual
20200207X52205,Accident,DCA20CA071,2/7/20,"Knoxville, TN",United States,35.810833,-83.993889,Unknown,Unknown,Non-Fatal,Substantial,Airplane,BOMBARDIER,CL-600-2D24,0,Unknown,Unknown,0,1,22,50,VMC,Unknown,Preliminary
20200206X90423,Accident,WPR20CA089,2/6/20,"Eureka, CA",United States,40.823334,-124.141666,EKA,MURRAY FIELD,Non-Fatal,Destroyed,Airplane,Cessna,208,1,Turbo Prop,Unknown,0,0,1,0,VMC,APPROACH,Factual
20200206X90234,Accident,CEN20FA075,2/6/20,"Chatham, LA",United States,32.314444,-92.440555,RSN,Ruston Regional Airport,Fatal,Destroyed,Airplane,Cessna,182,1,Reciprocating,Business,3,0,0,0,VMC,APPROACH,Preliminary
20200206X91343,Accident,CEN20CA084,2/6/20,"St Louis, MO",United States,38.75,-90.36,SUS,Spirit Of St Louis,Non-Fatal,Substantial,Airplane,Beech,200,2,Unknown,Personal,0,0,0,2,VMC,Unknown,Preliminary
20200206X34831,Accident,ANC20FA017,2/6/20,"Tuntutuliak, AK",United States,60.351667,-163.023056,Unknown,Unknown,Fatal,Substantial,Airplane,Piper,PA32R,1,Reciprocating,Unknown,5,0,0,0,IMC,CRUISE,Preliminary
20200210X11725,Accident,ANC20CA018,2/6/20,"Palmer, AK",United States,61.410278,-148.086666,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Personal,0,0,0,3,VMC,MANEUVERING,Factual
20200205X33820,Accident,WPR20FA086,2/5/20,"Sonora, CA",United States,38.030556,-120.414444,Unknown,Unknown,Fatal,Substantial,Airplane,Cessna,140,1,Reciprocating,Personal,2,0,0,0,Unknown,UNKNOWN,Preliminary
20200206X45743,Accident,WPR20CA088,2/4/20,"Mesa, AZ",United States,33.461111,-111.723889,FFZ,Falcon Fld,Non-Fatal,Substantial,Airplane,PIPER,PA-28-181,0,Reciprocating,Instructional,0,0,0,2,VMC,TAKEOFF,Factual
20200210X53022,Accident,ANC20LA020,2/4/20,"Hooper Bay, AK",United States,61.523889,-166.144722,HPB,Hooper Bay,Non-Fatal,Substantial,Airplane,Cessna,208,1,Turbo Prop,Unknown,0,0,0,7,Unknown,TAKEOFF,Preliminary
20200211X10757,Accident,DCA20CA077,2/3/20,"Los Angeles, CA",United States,33.941666,-118.408611,LAX,Los Angeles International,Non-Fatal,Substantial,Airplane,BOEING,747 412,4,Unknown,Unknown,0,0,0,2,VMC,Unknown,Preliminary
20200203X53852,Accident,CEN20CA074,2/3/20,"Kingfisher, OK",United States,35.876667,-97.953056,F92,Kingfisher,Non-Fatal,Substantial,Airplane,Piper,PA32,1,Reciprocating,Personal,0,0,0,3,VMC,LANDING,Factual
20200203X70328,Accident,ERA20CA103,2/2/20,"Fort Myers, FL",United States,26.587222,-81.861944,FMY,Page Field,Non-Fatal,Substantial,Airplane,Piper,PA28RT,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20200210X75757,Accident,ERA20CA098,2/2/20,"Manchester, NH",United States,42.932778,-71.435833,MHT,Manchester,Non-Fatal,Substantial,Airplane,Maule,M7,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20200202X83050,Accident,CEN20FA072,2/2/20,"Florence, CO",United States,38.430834,-105.118056,1V6,FREMONT COUNTY,Fatal,Substantial,Airplane,Piper,PA28,1,Reciprocating,Instructional,1,2,0,0,VMC,UNKNOWN,Preliminary
20200202X81855,Accident,CEN20LA073,2/1/20,"Dinosaur, CO",United States,40.243611,-109.014722,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Hiller,UH 12E,0,Unknown,Unknown,0,0,0,3,VMC,MANEUVERING,Preliminary
20200131X50937,Accident,ERA20CA093,1/31/20,"Crystal River, FL",United States,28.8675,-82.574167,CGC,Crystal River-Captain Tom Davi,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Instructional,0,0,0,1,VMC,TAKEOFF,Factual
20200204X12350,Accident,ERA20CA099,1/30/20,"Naples, FL",United States,26.1525,-81.775556,APF,Naples Muni,Non-Fatal,Substantial,Airplane,PIPER,PA28,1,Reciprocating,Personal,0,0,0,3,VMC,LANDING,Factual
20200318X52128,Accident,CEN20LA125,1/29/20,"Chilton, WI",United States,44.061111,-88.195,11Y,Flying Feathers,Non-Fatal,Substantial,Airplane,Mitsubishi,MU 2B-40,2,Turbo Prop,Personal,0,0,0,1,VMC,LANDING,Preliminary
20200128X73907,Accident,CEN20FA070,1/28/20,"Springfield, IL",United States,39.7625,-89.572223,SPI,Abraham Lincoln Capital Arpt,Fatal,Substantial,Airplane,Piper,PA60,2,Reciprocating,Personal,3,0,0,0,IMC,APPROACH,Preliminary
20200127X92625,Accident,WPR20CA085,1/27/20,"Eloy, AZ",United States,32.803889,-111.588889,E60,Eloy Muni,Non-Fatal,Substantial,Airplane,Cessna,180,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20200127X42609,Accident,ERA20FA088,1/27/20,"Grafton, WV",United States,39.393055,-80.048889,Unknown,Unknown,Fatal,Destroyed,Airplane,AEROPRO CZ,A220,1,Reciprocating,Personal,1,0,0,0,UNK,UNKNOWN,Preliminary
20200128X35830,Accident,CEN20LA069,1/27/20,"Woody Creek, CO",United States,39.267223,-106.810278,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cirrus,SR22,1,Reciprocating,Personal,0,0,0,2,IMC,CRUISE,Preliminary
20200128X95048,Accident,CEN20CA067,1/26/20,"Greenville, TX",United States,33.069167,-96.065278,GVT,MAJORS,Non-Fatal,Substantial,Airplane,GLASAIR,1,1,Reciprocating,Personal,0,0,1,0,VMC,LANDING,Factual
20200127X52059,Accident,WPR20CA084,1/25/20,"Prescott, AZ",United States,34.652778,-112.421111,PRC,Prescott Rgnl - Ernest A Love,Non-Fatal,Substantial,Airplane,Cessna,150,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20200126X35126,Accident,ERA20LA089,1/25/20,"Summerland Key, FL",United States,24.660833,-81.449444,FD51,Summerland Key Cove Airport,Non-Fatal,Substantial,Airplane,Beech,A36,1,Unknown,Personal,0,0,0,1,VMC,TAKEOFF,Preliminary
20200125X95855,Accident,ERA20FA086,1/25/20,"Senoia, GA",United States,33.29,-84.540833,64GA,Big T Airport,Fatal,Destroyed,Airplane,MUSTANG,II,1,Reciprocating,Personal,2,0,0,0,IMC,STANDING,Preliminary
20200125X95019,Accident,ERA20FA085,1/25/20,"Lake City, FL",United States,30.156944,-82.669167,15FL,Cannon Creek Airpark,Fatal,Substantial,Airplane,Piper,PA32,1,Reciprocating,Personal,1,0,0,0,VMC,TAKEOFF,Preliminary
20200124X92932,Accident,WPR20FA079,1/24/20,"Payson, AZ",United States,34.158889,-111.493889,Unknown,Unknown,Fatal,Destroyed,Airplane,Piper,PA28,1,Reciprocating,Personal,1,2,0,0,VMC,MANEUVERING,Preliminary
20200124X45349,Accident,WPR20FA077,1/24/20,"Auburn, CA",United States,38.959444,-121.065833,Unknown,Unknown,Fatal,Destroyed,Airplane,Stinson,V77,0,Reciprocating,Personal,2,1,0,0,VMC,CRUISE,Preliminary
20200124X82543,Accident,ERA20CA087,1/24/20,"Fernandina Beach, FL",United States,30.611944,-81.461111,FHB,Fernandina Beach Muni,Non-Fatal,Substantial,Airplane,Vans,VANS RV 8,1,Reciprocating,Instructional,0,0,0,2,VMC,LANDING,Factual
20200127X82825,Accident,CEN20LA066,1/24/20,"Charlotte, TX",United States,28.953611,-98.764722,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Robinson,R22,1,Reciprocating,Personal,0,1,0,0,VMC,MANEUVERING,Preliminary
20200122X05239,Accident,WPR20FA072,1/22/20,"Corona, CA",United States,33.896111,-117.602222,AJO,Corona Municipal Airport,Fatal,Destroyed,Airplane,Beech,B36TC,1,Reciprocating,Personal,4,0,0,0,VMC,TAKEOFF,Preliminary
20200122X92043,Accident,WPR20CA074,1/22/20,"Jean, NV",United States,36.35,-115.19,Unknown,Unknown,Non-Fatal,Substantial,Airplane,PIPER,PA-18 REPLICA,1,Reciprocating,Personal,0,0,1,0,VMC,LANDING,Factual
20200122X92714,Accident,WPR20CA073,1/22/20,"Vacaville, CA",United States,38.373611,-121.956667,VCB,Nut Tree Airport,Non-Fatal,Substantial,Airplane,Stearman,B75N1,0,Reciprocating,Personal,0,0,1,0,VMC,LANDING,Factual
